,Edges,y,CN,SaI,JI,SoI,HPI,HDI,LHN1,PAI,AAI,RAI,KzI,LHN2,ACT,CBL,RWR,MFI
5651,"(92, 96)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.00020404563554509336,0.0,1.1544352278275827,-0.019321017680171224,-0.011901216267021453,0.0047130315739896044
5800,"(103, 104)",1,3,0.24333213169614382,0.125,0.2222222222222222,0.375,0.15789473684210525,0.019736842105263157,152,1.0983001649398152,0.20526695526695526,0.008961744965108546,0.0,4.935822288547982,-0.0026705950099572377,-0.00302004548129304,0.008232322389714615
0,"(0, 3)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0004049237868262677,0.0,1.1975130583939189,-0.016673704924336164,-0.012176616132321955,0.004894971333674961
109,"(1, 2)",1,8,0.40509574683346666,0.22857142857142856,0.37209302325581395,0.6153846153846154,0.26666666666666666,0.020512820512820513,390,4.33147769706589,1.1405844155844154,0.022197904191216738,0.0,7.6077890579415985,0.031016459242074353,-0.001790066645093322,0.00989282063272852
207,"(2, 3)",1,1,0.09128709291752768,0.030303030303030304,0.058823529411764705,0.25,0.03333333333333333,0.008333333333333333,120,0.31465798044412485,0.041666666666666664,0.005173915716462555,0.0,2.9181913344922594,-0.026889266146936132,-0.004600054983321626,0.006831048309928903
221,"(2, 22)",1,1,0.10540925533894598,0.03125,0.06060606060606061,0.3333333333333333,0.03333333333333333,0.011111111111111112,90,0.5581106265512472,0.16666666666666666,0.0025950640023660733,0.0,2.1064229897178044,-0.020720216547478316,-0.0059530123313581585,0.006849645095515741
292,"(3, 9)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0018069269186643385,0.0,2.57901085280859,-0.029064951810442816,-0.005141237922535869,0.0060371137263425904
293,"(3, 10)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.00034377977505086583,0.0,1.1686528155804314,-0.010027915912603219,-0.012176616132321856,0.005589761895102354
323,"(3, 41)",1,1,0.1889822365046136,0.1,0.18181818181818182,0.25,0.14285714285714285,0.03571428571428571,28,0.318928988903801,0.043478260869565216,0.002758336311077073,0.0,2.1982715215166784,-0.008367922579764958,-0.0063782274978829235,0.007349291860450956
638,"(6, 52)",1,1,0.18257418583505536,0.1,0.18181818181818182,0.2,0.16666666666666666,0.03333333333333333,30,0.43429448190325176,0.1,0.00268755202622465,0.0,2.385336435298999,0.008402755009062039,-0.00595301233135768,0.009069909355714504
917,"(9, 40)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.000599453429061189,0.0,1.9427910550455647,-0.025948294023069706,-0.006494195270571587,0.0057260453254464405
983,"(10, 11)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.000317010480209149,0.0,1.1180502240176375,-0.019841127627431523,-0.012176616132321894,0.004309997493763462
1132,"(11, 63)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.000226580753888401,0.0,1.3886160570508463,-0.03383860554994193,-0.008117744088214612,0.0036195752989814853
1166,"(11, 98)",1,1,0.25,0.14285714285714285,0.25,0.25,0.25,0.0625,16,0.29401410379520604,0.03333333333333333,0.002392763288952443,0.0,1.6626657787467716,-0.010020922914167847,-0.008117744088214581,0.006677300072216193
1207,"(12, 43)",1,2,0.13900960937138318,0.06666666666666667,0.125,0.2222222222222222,0.08695652173913043,0.00966183574879227,207,0.6541286151877255,0.09965034965034966,0.00892623897275879,0.0,5.518329517759606,-0.006875670562199035,-0.0025098339209938805,0.008090405084830107
1271,"(13, 16)",1,1,0.31622776601683794,0.16666666666666666,0.2857142857142857,0.5,0.2,0.1,10,0.43429448190325176,0.1,0.0019907772919024263,0.0,1.3277876727766702,0.022291075314509995,-0.01136484172350039,0.011124442353831478
1382,"(14, 36)",1,2,0.2581988897471611,0.14285714285714285,0.25,0.3333333333333333,0.2,0.03333333333333333,60,0.5582714737316514,0.05606060606060606,0.005706562187559565,0.0,3.2811430347872452,-0.006583865474122054,-0.004329463513714467,0.0075793716994922555
1414,"(14, 71)",1,1,0.1414213562373095,0.07142857142857142,0.13333333333333333,0.2,0.1,0.02,50,0.40242960438184466,0.08333333333333333,0.002396177479588537,0.0,2.6419163672727404,-0.009837573704905905,-0.0048706464529287745,0.007413388912451074
1482,"(15, 48)",1,2,0.2279211529192759,0.125,0.2222222222222222,0.2857142857142857,0.18181818181818182,0.025974025974025976,77,0.7508405921195804,0.14090909090909093,0.005284899689577212,0.0,3.84882248528169,0.007286726060154201,-0.0037953089243600406,0.008777508208776087
1638,"(17, 22)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,132,0.0,0.0,0.0011952849953354586,0.0,2.1391045504593937,-0.05529162974374685,-0.0057808177597892035,0.005240137929651613
1643,"(17, 37)",1,4,0.20100756305184242,0.08163265306122448,0.1509433962264151,0.4444444444444444,0.09090909090909091,0.010101010101010102,396,1.7615660999543352,0.4131313131313131,0.011561340753307971,0.0,6.001970162862194,-0.012474166569692862,-0.0021729314983604683,0.008010922711796428
1654,"(17, 54)",1,6,0.2727272727272727,0.12244897959183673,0.21818181818181817,0.5454545454545454,0.13636363636363635,0.012396694214876033,484,2.263538777128636,0.4345238095238095,0.021543975432388663,0.0,7.742664008814973,0.014738322044279148,-0.001844941838230587,0.008941467447695304
1668,"(17, 72)",1,2,0.13483997249264842,0.0425531914893617,0.08163265306122448,0.4,0.045454545454545456,0.00909090909090909,220,1.0277966847395015,0.2857142857142857,0.006614682377919821,0.0,3.876952550813583,-0.0031626397654856016,-0.0036160860029319413,0.008045840574206495
1679,"(17, 93)",1,1,0.15075567228888181,0.022727272727272728,0.044444444444444446,1.0,0.022727272727272728,0.022727272727272728,44,0.29401410379520604,0.03333333333333333,0.0039613859631890585,0.0,0.9389679623466609,-0.046345420867062066,-0.016604476544075302,0.004970953408405405
1715,"(18, 44)",1,2,0.22645540682891913,0.11764705882352941,0.21052631578947367,0.3333333333333333,0.15384615384615385,0.02564102564102564,78,0.688198361972656,0.11014492753623188,0.006421338537866667,0.0,3.752566864442099,0.0161538986487177,-0.003954798401950711,0.009565039407199221
1884,"(20, 43)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,92,0.0,0.0,0.0011502975332147655,0.0,2.6065107741736924,-0.024402185145126362,-0.004764762834386823,0.0063322198015404825
2147,"(23, 51)",1,1,0.07715167498104596,0.03333333333333333,0.06451612903225806,0.14285714285714285,0.041666666666666664,0.005952380952380952,168,0.29401410379520604,0.03333333333333333,0.005109177280457856,0.0,4.473640683379251,-0.021531304247395227,-0.0029958341277934726,0.007117251681897089
2285,"(25, 30)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0006191352340028697,0.0,2.5354333357697567,-0.03453578380504586,-0.005307755749986449,0.005315418006442686
2562,"(28, 89)",1,2,0.23570226039551587,0.125,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.027777777777777776,72,0.8855923044960573,0.22272727272727275,0.004787125158382013,0.0,2.9348185551935093,0.0009311683290055625,-0.004058872044107297,0.008577661849577829
2683,"(30, 51)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.0,0.0,0.001409430934646254,0.0,2.8455167349598693,-0.03366117787103772,-0.004735350718125174,0.006071759526903659
2750,"(31, 43)",1,2,0.1257389226923863,0.0625,0.11764705882352941,0.18181818181818182,0.08695652173913043,0.007905138339920948,253,0.7781557123061962,0.16558441558441558,0.010380070329275477,0.0,6.435478162919989,-0.001994949861261956,-0.0021818442608639976,0.00834431082209734
2930,"(33, 76)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0005276078903087897,0.0,2.2948880096022184,-0.02728851895256349,-0.0055348255146917625,0.005446749534840385
3102,"(35, 104)",1,2,0.2,0.08695652173913043,0.16,0.4,0.1,0.02,100,0.7781557123061962,0.16558441558441558,0.006665017259224918,0.0,3.575951278101532,-0.0007531942131666018,-0.004058872044107295,0.00827354080379798
3593,"(43, 48)",1,1,0.07881104062391006,0.034482758620689655,0.06666666666666667,0.14285714285714285,0.043478260869565216,0.006211180124223602,161,0.43429448190325176,0.1,0.0048521422551486134,0.0,4.692122936618335,-0.010346454797348713,-0.003025246244055122,0.0077425257526901395
3636,"(43, 99)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.00017726996287494847,0.0,0.7673258396274051,-0.057062489311401246,-0.01694137896670868,0.0029952994899382465
3939,"(48, 88)",1,1,0.1690308509457033,0.09090909090909091,0.16666666666666666,0.2,0.14285714285714285,0.02857142857142857,35,0.3898712452512801,0.07692307692307693,0.0030391255192522442,0.0,2.643189897706617,0.011051945832291313,-0.005566453089061425,0.009083508055446736
4080,"(51, 59)",1,2,0.11785113019775793,0.058823529411764705,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.006944444444444444,288,1.011206179810892,0.27692307692307694,0.008846968612592794,0.0,6.929937625654432,0.0034699246151447967,-0.0020294360220536475,0.008462148589077186
4119,"(51, 101)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.00014595974856425675,0.0,0.7507707374962129,-0.05046909050434379,-0.016911966850447043,0.003437499886518712
4256,"(54, 72)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0009540255599456248,0.0,2.9562916150895786,-0.013130848700041926,-0.0047230511058703045,0.006756732767335675
4813,"(65, 84)",1,1,0.22360679774997896,0.125,0.2222222222222222,0.25,0.2,0.05,20,0.26425736993644544,0.022727272727272728,0.0024177917417619165,0.0,1.898346111770578,-0.01720889844343626,-0.007305969679393121,0.006151279999343858
4816,"(65, 87)",1,1,0.16666666666666666,0.08333333333333333,0.15384615384615385,0.25,0.1111111111111111,0.027777777777777776,36,0.26425736993644544,0.022727272727272728,0.0033034045248179376,0.0,2.4071140306107064,-0.0064220282392892045,-0.005862815174821642,0.007409696345847508
5351,"(80, 81)",1,1,0.1690308509457033,0.09090909090909091,0.16666666666666666,0.2,0.14285714285714285,0.02857142857142857,35,0.318928988903801,0.043478260869565216,0.0028316366237086934,0.0,2.486995593512582,-0.011946157095430891,-0.005566453089061427,0.007130879382942389
5650,"(92, 95)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.874089858157807,0.0,0.0,0.0
5726,"(96, 106)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0002879922980279172,0.0,1.2320290956829252,-0.009901132559938611,-0.011364841723500413,0.005884265246544871
5815,"(105, 108)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0004788932047488807,0.0,1.7113603397321755,-0.020611411703012755,-0.008117744088214592,0.005197328297983364
143,"(1, 46)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0010507883265322851,0.0,1.5745867228025303,-0.02229246991128027,-0.010338597427928491,0.005688678680043832
229,"(2, 42)",1,2,0.16064386578049977,0.058823529411764705,0.1111111111111111,0.4,0.06451612903225806,0.012903225806451613,155,0.8501677200318429,0.19166666666666665,0.005589768662513776,0.0,2.9467995958993733,-0.04667558311588516,-0.004162119222598448,0.0066025401706833915
280,"(2, 104)",1,6,0.254000254000381,0.13953488372093023,0.24489795918367346,0.3333333333333333,0.1935483870967742,0.010752688172043012,558,2.5192571114132054,0.568986568986569,0.020544364180687936,0.0,9.418588220180197,-0.011502385171529992,-0.0015736407554577197,0.00834804118839844
298,"(3, 18)",1,1,0.10660035817780521,0.05555555555555555,0.10526315789473684,0.125,0.09090909090909091,0.011363636363636364,88,0.3001016285004131,0.03571428571428571,0.004258557205073365,0.0,3.867595626008781,-0.012841966874719756,-0.003869141764694422,0.007527980158241479
749,"(7, 70)",1,3,0.28603877677367767,0.16666666666666666,0.2857142857142857,0.3,0.2727272727272727,0.02727272727272727,110,1.1777856130458915,0.24603174603174602,0.008767457621996898,0.0,4.742949837218908,0.02748311154441598,-0.003421135876150949,0.010040371927619682
788,"(8, 9)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.561530749967504,0.06124986435842683,0.0,0.0
903,"(9, 26)",1,2,0.17213259316477408,0.09090909090909091,0.16666666666666666,0.2222222222222222,0.13333333333333333,0.014814814814814815,135,0.5587530626390165,0.05606758832565284,0.008387303500709792,0.0,4.939207295737922,-0.02109194646607977,-0.003185819651865418,0.007443605764093659
1375,"(14, 37)",1,1,0.1111111111111111,0.058823529411764705,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.012345679012345678,81,0.267546386419054,0.023809523809523808,0.0035894846601022116,0.0,3.6088586699836753,-0.028573927708099422,-0.003982274564831792,0.006306359879241215
1397,"(14, 59)",1,1,0.1111111111111111,0.058823529411764705,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.012345679012345678,81,0.3789231816899512,0.07142857142857142,0.00477308092619042,0.0,3.9409509041330315,-0.005264993910222842,-0.003982274564831804,0.007963942794878207
1406,"(14, 68)",1,1,0.10540925533894598,0.05555555555555555,0.10526315789473684,0.1111111111111111,0.1,0.011111111111111112,90,0.9102392266268373,0.3333333333333333,0.003756831399466448,0.0,4.118554281417857,0.026188769486795608,-0.0037831608365901256,0.009816906761413351
1449,"(15, 17)",1,6,0.29277002188455997,0.13043478260869565,0.23076923076923078,0.6,0.14285714285714285,0.014285714285714285,420,2.527897088432776,0.569047619047619,0.019056311417952856,0.0,7.204897720032433,0.014886984304193223,-0.0022186958289776857,0.009089189041889555
1503,"(15, 76)",1,2,0.21081851067789195,0.11764705882352941,0.21052631578947367,0.2222222222222222,0.2,0.022222222222222223,90,0.9102392266268373,0.2222222222222222,0.005002676774543833,0.0,4.128956374880351,0.00807399922362062,-0.003783160836590198,0.009077839644678449
1634,"(17, 24)",1,5,0.21398024625545645,0.1,0.18181818181818182,0.38461538461538464,0.11904761904761904,0.009157509157509158,546,1.9295956334723998,0.38860727086533536,0.019728476787421623,0.0,8.530432506358427,0.0009976121939831194,-0.0018051519318605495,0.008532776190995848
1635,"(17, 28)",1,6,0.29277002188455997,0.13043478260869565,0.23076923076923078,0.6,0.14285714285714285,0.014285714285714285,420,2.8443675203485324,0.7293040293040293,0.016206449051060823,0.0,6.8105942926649705,-0.013850872526479086,-0.002218695828977712,0.008441707903121994
1639,"(17, 34)",1,3,0.1889822365046136,0.06666666666666667,0.125,0.5,0.07142857142857142,0.011904761904761904,252,1.0125652695056082,0.15906965871902756,0.012539998453614918,0.0,4.4141395455374886,-0.021581482834049214,-0.0034133781984272437,0.007729204965036721
1670,"(17, 86)",1,1,0.1543033499620919,0.023809523809523808,0.046511627906976744,1.0,0.023809523809523808,0.023809523809523808,42,0.43429448190325176,0.1,0.0025461472135593984,0.0,0.8731748213263101,-0.04426594185576984,-0.018346907816546253,0.005106717471010002
1671,"(17, 88)",1,2,0.13801311186847084,0.044444444444444446,0.0851063829787234,0.4,0.047619047619047616,0.009523809523809525,210,0.8132176635932029,0.17142857142857143,0.007635877489984192,0.0,3.8991174798072485,-0.007053795174771154,-0.004010719383151992,0.007966138953360942
1682,"(17, 103)",1,5,0.2727723627949905,0.1111111111111111,0.2,0.625,0.11904761904761904,0.01488095238095238,336,2.1724241597190628,0.5047619047619047,0.01478681877513156,0.0,5.927373718010351,0.0052016215139867525,-0.002666701717521275,0.008758316634822502
1716,"(18, 50)",1,5,0.4181210050035454,0.2631578947368421,0.4166666666666667,0.45454545454545453,0.38461538461538464,0.03496503496503497,143,2.363852668519513,0.6039682539682539,0.013231208611927692,0.0,5.410233514919396,0.052542722016320674,-0.003007591979033771,0.011968363076388797
1717,"(18, 51)",1,4,0.2514778453847726,0.13333333333333333,0.23529411764705882,0.36363636363636365,0.17391304347826086,0.015810276679841896,253,1.8055310894977907,0.438034188034188,0.012114736270942443,0.0,6.486493236143936,0.011834693080404753,-0.002408252997704594,0.009118735122289034
1775,"(19, 27)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0,0.0,0.003063578682980401,0.0,4.377156054416853,-0.022027098639534278,-0.003520046267128079,0.007042265674847752
1953,"(21, 28)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0027666743718630354,0.0,4.161091387404109,-0.014631782113125004,-0.0037831608365902045,0.007445166099279391
2152,"(23, 59)",1,2,0.2519763153394848,0.14285714285714285,0.25,0.2857142857142857,0.2222222222222222,0.031746031746031744,63,0.6190306174042142,0.07919254658385093,0.005486630574779773,0.0,3.4494160390685042,-0.0013864810150112125,-0.004551170931236308,0.008236981128798802
2273,"(24, 104)",1,1,0.06537204504606134,0.03333333333333333,0.06451612903225806,0.07692307692307693,0.05555555555555555,0.004273504273504274,234,0.48089834696298783,0.125,0.006045833974937937,0.0,6.393044415452188,-0.00725789729498197,-0.0023740482982650937,0.007984878276160451
2384,"(26, 56)",1,0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.00033425860285274026,0.0,1.7890077628114434,-0.030706049701487225,-0.007964549129663493,0.00489126062416861
2563,"(28, 92)",1,2,0.282842712474619,0.15384615384615385,0.26666666666666666,0.4,0.2,0.04,50,1.072008968920998,0.30952380952380953,0.0038458307116022972,0.0,2.4143181233537647,0.01730211438366108,-0.005376070662522885,0.010388206369711916
2755,"(31, 51)",1,3,0.1978141420187361,0.1,0.18181818181818182,0.3,0.13043478260869565,0.013043478260869565,230,0.9930475445422682,0.15606758832565285,0.011946734066109051,0.0,5.765589231184156,-0.02100575116677488,-0.0025711642299022495,0.007850085134433771
